id,name,force,level,mechanic,equipment,category,primary_muscles,secondary_muscles,instructions
wger_1607,Typewriter Pull-ups,,,,none (bodyweight exercise),Back,Biceps|Lats,Trapezius,"Hang from a pull-up bar with an overhand grip, slightly wider than shoulder-width. Pull yourself up until your chin is above the bar. At the top position, instead of going straight down, shift your body to one side by extending one arm while keeping the other arm bent. Move smoothly from one side to the other, like a typewriter motion, before lowering yourself back down. This exercise increases time under tension and strengthens the lats, biceps, and shoulders while building unilateral pulling strength."
wger_1608,Bodyweight Biceps Curl,,,,none (bodyweight exercise),Arms,Biceps,,"Set up under a straight bar (around waist or chest height). Grip the bar with your palms facing you (supinated grip), hands about shoulder-width apart. Lean back with straight arms so that your body is at an angle to the ground. Keeping your elbows high and close to the bar, pull your upper body toward the bar by flexing your elbows, similar to a biceps curl. Lower yourself back down in a controlled manner. Keep your core tight and movement slow to maximize tension on the biceps."
wger_1723,Glute Kickback (Machine),,,,,Legs,Glutes,,"&nbsp;Drive through your heel, not your toes, to hit the glute.&nbsp;&nbsp; &nbsp;Don’t hyperextend your lower back at the top."
wger_1724,Standing Adduction (Cable),,,,,Legs,,,"Keep your hips square and still, pulling the cable across your opposing leg using only your inner thigh. Don’t let your torso lean or twist — no side bending to help the rep."
wger_1725,Seated Row (Machine),,,,,Back,Lats,Shoulders|Trapezius,&nbsp;Keep your chest up and squeeze your shoulder blades at the end.&nbsp;&nbsp; &nbsp;Don’t hunch forward or round your back during the pull.
wger_1612,kettlebell sumo deadlift,,,,Kettlebell,Legs,Hamstrings|Glutes|Quads,,"Place your feet wider than shoulder-width apart, pointing your toes outward.
Keep your back straight, shoulders back, and chest up.
The knees must follow the same direction as the toes and not move forward.
When going up, it is advisable to contract your glutes to maximize the effectiveness of the exercise."
wger_1613,rubber band glute kickback,,,,Resistance band,Legs,Glutes,,"A rubber band glute kickback is an exercise performed on hands and knees, where you anchor a resistance band to your foot and kick your heel back and up, squeezing your glute at the top of the movement, while maintaining a stable core and flat back to target and strengthen the gluteal muscles.&nbsp;"
wger_1614,Dumbbell Hip Thrust,,,,Bench,Legs,Glutes,,"Dumbbell hip thrust
Begin seated on the ground with a bench placed horizontally behind you and your knees bent. Lay a dumbbell across your hips, holding either end with both hands. You may wish to place a pad or towel on your hips to increase comfort. With knees bent and feet firmly planted on the floor, lean back onto the bench so that it is gently pressing into your upper back. This is your starting position. Inhale. Exhale. Holding onto the dumbbell, press your heels into the mat and raise your hips off the floor until your body forms one straight line from chin to knee, resting your shoulders on the bench and ensuring that your head is an extension of your spine. Inhale. Lower your hips to return to the starting position but without resting your glutes on the mat. Repeat for the specified number of repetitions."
wger_1615,Treadmill Cardio,,,,none (bodyweight exercise),Cardio,,,"It's a cardiovascular workout performed on a treadmill to improve endurance, burn calories, and promote heart health. It offers multiple benefits, such as the ability to easily adjust speed and incline, allowing for a variety of workouts, from hill walking to high-intensity interval training (HIIT) and tempo runs. To optimize results, it's important to vary your workouts. Benefits of Treadmill Cardio:
- Improved Cardiovascular Health:
Regular aerobic exercise on a treadmill strengthens the heart and lungs, which can help prevent heart disease.
- Weight Loss:
By burning calories, treadmill training can be an effective tool for weight loss and maintaining a healthy weight.
- Muscle Strengthening:
It strengthens the muscles in the legs and glutes, helping to prevent muscle loss, which is especially important with age.
- Training Flexibility:
Allows you to vary speed, incline, and intervals, making your workout more dynamic and adaptable to different fitness levels. Types of Treadmill Training:
- Hill Walking:
Increasing the incline of the treadmill and walking at a brisk pace can improve endurance and work your leg muscles.
- Endurance Jog:
A run at a comfortable, steady pace that keeps your heart rate in a target zone (such as Zone 2) to build endurance.
- Interval Training:
Alternating periods of high intensity (fast running) with periods of low intensity (easy walking or jogging) to maximize calorie burn and cardiovascular improvement.
- Tempo Run:
A run at a steady, sustained pace that is slightly faster than a normal jog, which challenges your ability to sustain a more intense effort for an extended period."
wger_1616,Patada de burro con mancuerna,,,,Dumbbell,Legs,Hamstrings|Glutes,,"La patada de burro con mancuerna es un ejercicio efectivo para trabajar los músculos de los glúteos y los isquiotibiales. Este ejercicio se realiza generalmente en una posición de cuatro patas, utilizando una mancuerna para aumentar la resistencia. A continuación, se describen los pasos para realizarlo correctamente.
Posición Inicial: Colócate en una posición de cuatro patas sobre una colchoneta, con las manos alineadas con los hombros y las rodillas alineadas con las caderas.
Colocación de la Mancuerna: Toma una mancuerna y colócala detrás de la rodilla de la pierna que vas a levantar. Asegúrate de que esté bien sujeta para evitar que se caiga durante el ejercicio.
Ejercicio:
Inhala y, al exhalar, levanta la pierna con la mancuerna hacia arriba, manteniendo la rodilla flexionada en un ángulo de 90 grados.
Eleva la pierna hasta que esté paralela al suelo, sintiendo la contracción en los glúteos.
Mantén la posición durante un segundo en la parte superior y luego baja lentamente la pierna a la posición inicial.
Repeticiones: Realiza de 10 a 15 repeticiones por cada pierna, asegurándote de mantener una buena forma durante todo el ejercicio.
Series: Completa de 2 a 3 series, dependiendo de tu nivel de condición física."
wger_1617,Crunch en maquina,,,,Bench,Abs,Obliquus externus abdominis|Abs,,"El crunch en máquina es un ejercicio diseñado para trabajar los músculos abdominales, específicamente el recto abdominal. Este ejercicio se realiza en una máquina específica que proporciona soporte y resistencia, lo que puede ayudar a mejorar la forma y la efectividad del movimiento. Beneficios del Crunch en Máquina
Aislamiento Muscular: Permite un enfoque más directo en los músculos abdominales.
Soporte: La máquina proporciona soporte para la espalda, lo que puede ser beneficioso para quienes tienen problemas de espalda.
Control de Resistencia: Puedes ajustar la resistencia según tu nivel de fuerza y experiencia.
Cómo Realizar el Crunch en Máquina
Ajusta la Máquina: Asegúrate de que la máquina esté configurada a tu altura y que el asiento esté en la posición correcta.
Siéntate: Coloca tus pies en los reposapiés y agarra las manijas.
Posición Inicial: Inclina ligeramente la parte superior del cuerpo hacia atrás, manteniendo la espalda recta.
Ejercicio: Contrae los abdominales y lleva el torso hacia adelante, asegurándote de no usar el impulso.
Regresa: Vuelve lentamente a la posición inicial."
wger_1618,Cardio en bicicleta estática,,,,none (bodyweight exercise),Cardio,,,"Beneficios del Cardio en Bicicleta Estática
El cardio en bicicleta estática es una excelente forma de ejercicio que ofrece múltiples beneficios para la salud y el bienestar. Aquí te detallo algunos de los más destacados: Mejora de la Salud Cardiovascular
Fortalece el corazón: El ejercicio regular ayuda a mejorar la eficiencia del corazón y a reducir el riesgo de enfermedades cardiovasculares.
Aumenta la circulación: Mejora el flujo sanguíneo, lo que puede ayudar a reducir la presión arterial.
Quema de Calorías y Pérdida de Peso
Eficiente para quemar calorías: Dependiendo de la intensidad, puedes quemar entre 400 y 600 calorías por hora.
Ayuda en la pérdida de peso: Combinado con una dieta equilibrada, el cardio en bicicleta estática puede ser efectivo para perder peso.
Fortalecimiento Muscular
Tonifica las piernas: Trabaja principalmente los músculos de las piernas, incluyendo cuádriceps, isquiotibiales y pantorrillas.
Mejora la resistencia muscular: Con el tiempo, puedes aumentar la resistencia y la fuerza en las piernas.
Beneficios para la Salud Mental
Reduce el estrés: El ejercicio libera endorfinas, que pueden mejorar tu estado de ánimo y reducir el estrés.
Aumenta la energía: La actividad física regular puede aumentar tus niveles de energía y mejorar la calidad del sueño."
wger_1726,Straight-Arm Pulldown (Cable),,,,,Back,Lats,,"&nbsp;Keep arms straight but not locked, pulling with your lats, not your shoulders.&nbsp;&nbsp; &nbsp;Don’t let your shoulders shrug up during the movement."
wger_1620,Seated Dumbbell Calf Raise,,,,Dumbbell,Calves,Calves,,"The seated dumbbell calf raise is a targeted exercise for strengthening the lower leg muscles. It follows the same movement pattern as the machine version: you place the weight on your knees, and by extending and flexing your ankles, you move the weight."
wger_1621,Unilateral Cable row,,,,Bench,Back,Lats|Serratus anterior,,"Put a vertical seated bench in front of the cable row machine.position it so that you can focus on one side, and then do slow pulls focusing on the lateral muscles and ensuring tention in those muscles when in a stretched position."
wger_1727,Side Straight-Arm Pulldown (Cable),,,,,Back,Lats,,"Keep your torso still, pulling the handle down along your side using the outer lat.&nbsp;&nbsp; &nbsp;Don’t twist your body or rotate your torso to cheat the rep."
wger_1728,Shoulder Internal Rotation (Cable),,,,,Shoulders,Shoulders,,Keep your elbow tucked to your side like it's superglued there.&nbsp;&nbsp; &nbsp;Don’t rotate your torso — only your forearm should move.
wger_1729,Shoulder External Rotation (Cable),,,,,Shoulders,Shoulders,,Keep elbow fixed at your side and rotate forearm outward smoothly.&nbsp;&nbsp; &nbsp;Don’t let your wrist or elbow drift upward — stay in one plane.
wger_1730,Side Lateral Raise (Cable),,,,,Back,Lats,,"&nbsp;Lift with your elbows leading, not your hands.&nbsp;&nbsp; &nbsp;Don’t shrug your shoulders; keep traps quiet."
wger_1731,Front Raise (Cable),,,,,Shoulders,Shoulders,,&nbsp;Raise the handle in a slight arc with controlled movement.&nbsp;&nbsp; &nbsp;Don’t swing your torso to start the rep.
wger_1732,Face pulls with yellow/green band,,,,Resistance band,Back,Lats,Trapezius,"Face pulls with band – standing horizontal pull. Grab the band at face height, pull elbows high and wide towards your face while squeezing shoulder blades together. Trains upper back, rear shoulders and improves posture."
wger_1733,Isometric Squat to Failure,,,,none (bodyweight exercise),Legs,Glutes|Quads,,"sometric Squat to Failure: A Strength Training Technique Definition The isometric squat to failure is a variation of the squat exercise where you hold a static squat position at a specific angle, maintaining the position until your muscles can no longer sustain the contraction."
wger_1734,Single-Leg Lunge with Kettlebell:,,,,Kettlebell,Legs,Calves|Glutes|Quads,,"How to do a single-leg kettlebell lunge Preparation: Stand with your feet together. Hold the kettlebell with both hands by the handle, keeping it close to your chest, or hold it with one hand (on the same side as the working leg). Step and Lower: Take a large step forward (or backward, which is safer for your knees) with one leg, lowering your hips until both knees form a 90-degree angle. Focus: Shift your weight onto your front (or bent) leg, keeping your back straight and your torso upright. Return: Push off with your front leg to return to the starting position."
wger_1735,Single-leg side glute press,,,,Incline bench,Legs,Calves|Glutes|Quads,,"The Single-Leg Side Glute Press is a leg press machine variation where you angle your body sideways on the pad, placing one foot high and slightly angled to press the weight, powerfully targeting the outer glute (gluteus medius/minimus) and hamstrings for balanced leg development and stability, requiring focus on pushing through the heel and maintaining control without locking out.&nbsp; How to Perform: &nbsp; &nbsp; Setup: Sit in the leg press machine, rotate your body to one hip, placing one foot high on the platform at about a 45-degree angle with toes pointed slightly out/forward. &nbsp; &nbsp; Positioning: Keep your hip, knee, and ankle aligned, and ensure your lower back stays on the pad. &nbsp; &nbsp; Descent: Slowly lower the weight, allowing your knee to bend deeply (near 90 degrees), feeling a stretch in your glute and hamstring. &nbsp; &nbsp; Press: Drive through your heel (not your toes) to press the weight back up, squeezing your glutes and hamstrings, stopping just before your leg fully extends. &nbsp; &nbsp; Control: Avoid bouncing and don't let your lower back lift off the pad; maintain tension throughout the movement.&nbsp;"
wger_1736,Single-Leg Deadlift with Dumbbell,,,,Dumbbell,Legs,Hamstrings|Glutes,,"Starting Position: Stand upright with a slight bend in your knees, holding a dumbbell in one or both hands. Shift your weight onto your supporting leg (e.g., your right leg) and lift your non-supporting foot slightly off the floor. The Hinge: Keeping your back flat and core engaged, hinge at your hips, pushing your glutes backward. As your torso lowers, extend your non-supporting leg straight back behind you for balance, keeping your hips square to the floor. The dumbbell(s) should lower toward the ground along the line of your supporting leg. Range of Motion: Continue lowering your torso until it is nearly parallel to the floor, or you feel an intense stretch in your supporting hamstring, ensuring your back remains neutral throughout the movement. Return to Start: Pause at the bottom, then contract your glutes and hamstrings to slowly raise your torso back to the starting position. Your non-supporting leg should return in line with the supporting one. Switch Sides: After completing your desired number of repetitions on one side, switch your weight and repeat the movement on the other leg.&nbsp;"
wger_1737,Assisted chin-ups,,,,,Back,,,Chin-ups with machine assistance (counterweights)
wger_1738,Neutral-grip pull-ups or TRX rows,,,,Pull-up bar,Arms,Lats,Biceps,Pull-Up: Vertical Pull — Focuses more on the Lats (back width). TRX Row: Horizontal Pull — Focuses more on the Rhomboids/Traps (mid-back thickness and posture).
wger_1739,Shrimp Squad,,,,none (bodyweight exercise),Legs,,,Single leg squad where one leg is behind you.
wger_1740,Single Leg Glute Bridge,,,,none (bodyweight exercise),Legs,Glutes,,"A glute bridge, where you use just one leg at a time."
wger_1741,L-Sit Pull-ups,,,,none (bodyweight exercise),Arms,,,L-Sit Pull-ups train both upper body and core muscles.
wger_1742,Back Lever,,,,"Pull-up bar, none (bodyweight exercise)",Back,,,Hanging from a pull-up bar facing downwards with your arms extended
wger_1743,Windshield Wipers,,,,"Pull-up bar, none (bodyweight exercise)",Abs,Obliquus externus abdominis|Abs,,"Hang from a pull-up bar, raise your legs to the ceiling. Move lower body from left to right with straight legs like a windshield wiper"
wger_1744,Machine Side Lateral Raises,,,,,Shoulders,Shoulders,,"Machine side lateral raises are an isolation exercise for the side (lateral) deltoids, performed on a machine for stability, targeting the outer shoulder by lifting pads or handles out to the sides to shoulder height, then lowering slowly, keeping elbows slightly bent and traps down to focus on the delts. This exercise helps build shoulder width by preventing swinging and providing constant tension, making it great for beginners or as a finisher.&nbsp; How to Perform Machine Lateral Raises &nbsp; &nbsp; Setup: Adjust the seat so your shoulders align with the machine's pivot point, your chest is against the pad (or back if facing out), and your arms are at a 90-degree angle with the pads/handles. &nbsp; &nbsp; Starting Position: Grip the handles with a relaxed grip, elbows slightly bent, and shoulders down (depressed) away from your ears. &nbsp; &nbsp; Lifting Phase: Exhale and lift your arms out to the sides, moving your upper arms laterally, until they are parallel to the floor. &nbsp; &nbsp; Peak Contraction: Pause briefly at the top, squeezing the side delts, but don't shrug your shoulders up. &nbsp; &nbsp; Lowering Phase: Inhale and slowly lower the weight back down with control, resisting the weight on the way down.&nbsp;"
wger_1745,Cable Front Raise with a small bar,,,,,Shoulders,Shoulders,,"The Cable Front Raise with a small bar isolates your anterior deltoids (front shoulders) by providing constant tension, requiring you to stand facing away from a low pulley, grab the bar with an overhand grip, and lift it in front of you to shoulder height with slightly bent arms, avoiding swinging and keeping your core tight for controlled movement up and down. Use a light-to-moderate weight, focusing on slow, controlled reps to feel the muscle work, not momentum.&nbsp; How to Perform the Cable Front Raise (Bar) &nbsp; &nbsp; Setup: Attach a small straight bar to a low cable pulley. Set the weight to a light or moderate setting. &nbsp; &nbsp; Starting Position: Stand with your back to the machine, holding the bar with an overhand grip (palms facing down) at hip level, arms extended but not locked. Feet shoulder-width apart, core braced, shoulders back and down. &nbsp; &nbsp; The Lift: Exhale and slowly raise the bar straight up in front of you, keeping a slight bend in your elbows, until your hands reach shoulder height (or slightly below). &nbsp; &nbsp; The Hold: Pause briefly at the top, squeezing your front delts. &nbsp; &nbsp; The Lower: Inhale as you slowly and controllably lower the bar back to the starting position, maintaining tension.&nbsp;"
wger_1746,Floor dumbbell bench press,,,,Dumbbell,Chest,Chest,Triceps,"This exercise involves lying on your back with a dumbbell in each hand, and pressing them up towards the ceiling, targeting the chest muscles. The dumbbells are then lowered back down to the starting position on the floor."
wger_1747,Smith machine squat,,,,,Legs,Glutes|Quads,,"Technique and Execution The Smith machine squat is a variation of the traditional barbell squat that uses a guided, fixed-path barbell. Here's a detailed breakdown of the proper technique: Starting Position &nbsp; &nbsp; Foot Placement: Position feet slightly forward of the bar, about shoulder-width apart &nbsp; &nbsp; Bar Position: Rest the bar on your upper trapezius/shoulders, similar to a traditional back squat &nbsp; &nbsp; Stance: Feet can be slightly angled outward for natural hip rotation Squat Movement &nbsp; &nbsp; Unrack the bar by rotating it to release from the safety hooks &nbsp; &nbsp; Slowly lower your body by bending knees and hips &nbsp; &nbsp; Descend until thighs are parallel to the ground (or slightly below) &nbsp; &nbsp; Pause briefly at the bottom of the movement &nbsp; &nbsp; Drive through your heels to return to the starting position Benefits and Considerations Advantages &nbsp; &nbsp; Reduced Balance Requirements: Fixed bar path makes it easier for beginners &nbsp; &nbsp; Controlled Movement: Less risk of improper form compared to free weight squats &nbsp; &nbsp; Isolation: Allows focused leg muscle development"
wger_1748,Machine Hip Abduction,,,,,Legs,Glutes,,"Technique and Execution Starting Position &nbsp; &nbsp; Seated Positioning: Sit in the machine with back against the pad &nbsp; &nbsp; Leg Placement: Inner thighs against the machine's padded resistance points &nbsp; &nbsp; Adjust Machine: Set seat position to align your hip joint with the machine's pivot point Movement Technique &nbsp; &nbsp; Start with legs together or slightly pressed against the inner pads &nbsp; &nbsp; Slowly push legs outward, spreading them apart &nbsp; &nbsp; Move until maximum comfortable lateral range is reached &nbsp; &nbsp; Pause briefly at the outer point of the movement &nbsp; &nbsp; Slowly return to the starting position with controlled movement Biomechanical Breakdown Muscle Engagement &nbsp; &nbsp; Primary Activation: Gluteus Medius (side hip muscle) &nbsp; &nbsp; Stabilization: Engages core and lower back muscles &nbsp; &nbsp; Functional Movement: Mimics lateral leg movement used in walking, sports, and daily activities Benefits Strength and Stability &nbsp; &nbsp; Improves Hip Stability &nbsp; &nbsp; Reduces Risk of Knee Injuries &nbsp; &nbsp; Enhances Lateral Movement Capabilities &nbsp; &nbsp; Targets Often-Neglected Muscle Groups"
wger_1749,Seated Triceps Press,,,,,Arms,Triceps,,"Machine Setup &nbsp; &nbsp; Adjust the seat height so that the machine's handles align with your elbow joint &nbsp; &nbsp; Ensure your back is firmly supported against the backrest &nbsp; &nbsp; Feet should be flat on the floor &nbsp; &nbsp; Maintain a neutral spine position Movement Mechanics &nbsp; &nbsp; Starting Position &nbsp; &nbsp; Grip the handles with a neutral grip &nbsp; &nbsp; Keep upper arms close to your body &nbsp; &nbsp; Elbows bent at approximately 90 degrees &nbsp; &nbsp; Press Movement &nbsp; &nbsp; Extend arms forward by pushing the handles away &nbsp; &nbsp; Focus on using triceps to drive the movement &nbsp; &nbsp; Avoid using shoulder or chest muscles &nbsp; &nbsp; Fully extend arms without locking elbows &nbsp; &nbsp; Return Phase &nbsp; &nbsp; Slowly return to the starting position &nbsp; &nbsp; Maintain controlled, smooth motion &nbsp; &nbsp; Keep tension on the triceps throughout"
wger_1750,Romanian Deadlift,,,,Dumbbell,Legs,Glutes,Hamstrings,"This exercise involves holding a dumbbell in each hand and bending forward at the hips while keeping the back straight, then returning to a standing position. It primarily targets the hamstrings and glutes."
wger_1751,Cable pull through,,,,,Legs,Glutes,Hamstrings|Calves|Quads|Soleus,"The Cable Pull Through is a lower-body exercise that targets the glutes and hamstrings using a ""hip hinge"" motion. To perform it, attach a rope to the lowest pulley setting, face away from the machine with the rope between your legs, and step forward to create tension. Keeping your back flat and knees slightly soft, push your hips backward as if trying to close a door behind you until you feel a deep stretch in your hamstrings. To finish the rep, explosively drive your hips forward to return to a standing position, squeezing your glutes hard at the top. It is vital to remember that this is not a squat ; your knees should not bend deeply, and your arms should remain straight and relaxed, acting only as hooks for the rope. This movement provides constant tension on the glutes while placing less stress on the lower back than a traditional deadlift."
wger_1752,Side lateral raise - Front (Cable),,,,,Shoulders,Shoulders,,"in a cablerack do a side lateral raise with cable in front of you, with focus in tension on the back of your shoulder."
wger_1753,Side lateral raise - Back (Cable),,,,,Shoulders,Shoulders,,on a cable rack do a side lateral raise with the cable behind you. focus on tension in the front of the shoulder.
wger_1754,45° lateral raises,,,,Dumbbell,Shoulders,,,dumbbell raise in the space between front and side raises
wger_1755,Shoulder Y-pull cable,,,,,Shoulders,,,on a cable rack cross the cables and pull elbows to ceiling close to the body.
wger_1757,supino,,,,,Chest,,,Colocar a barra em linha reta ao peito e descer ate atingir 90 graus
wger_1762,supino,,,,,Chest,,,afafaahahhahahahahahahahahhahahahahahahahahahahahahahahahhahha
wger_1763,supino,,,,,Chest,,,Exercise description....................
wger_1764,supino,,,,,Arms,,,Exercise description....................
wger_1765,Pull-Ups (Wide Grip),,,,Pull-up bar,Back,Lats,Biceps,"The Pull-Up is a bodyweight exercise that builds strength in your back, shoulders, and biceps. It can be difficult at first, but you can make it easier by using bands or an assisted machine. Instructions Grab the bar: Place your hands on the bar with your palms facing away from you. Get ready: Take a breath and tighten your stomach muscles. Pull up: Pull your body up until your chest reaches the bar. Think about driving your elbows down. Lower down: Slowly lower yourself back to the starting position."
wger_1766,Plank Reach,,,,none (bodyweight exercise),Abs,,,"Position your body in plank position, keeping your eyes on the ground. Raise one arm in front of you and return it. Repeat with the other arm. Raise and return slowly while keeping your body as still as possible."
wger_1767,bicep curl,,,,,Arms,,,Não se encontra uma descrição disponível
wger_1768,bicep,,,,,Arms,,,Não se encontra uma descrição disponível
wger_1769,cabel,,,,,Legs,,,Não se encontra uma descrição disponível
wger_1770,Seated machine row,,,,,Back,Lats,,"A seated row machine is a gym apparatus for strength training the back (lats, rhomboids, traps) by pulling handles toward the torso from a seated position , featuring adjustable seats and chest pads for proper form, emphasizing upright posture and squeezing shoulder blades, crucial for posture and back thickness, and distinct from a cardio rowing machine."
wger_1771,"Wrist curl, cable",,,,,Arms,,Biceps,"Extend your arm down, then slightly lift your forearm Extend your wrist in a supinated form (palm up) Adjust cable height so that the cable handle is in your supinated hand Perform the movement by curling your palms and wrists upwards (optional/variable) Pause at the top Slowly return to the starting position"
wger_1772,Reverse crunch,,,,none (bodyweight exercise),Abs,Abs,,"Lay down Place your hands near your butt (often slightly in front or under or both) Raise your legs, but about 70% of the way you should be able to also raise your pelvis (optional/variable) Hold 1/2 seconds at the top Go back to starting position"
wger_1773,Legend Incline Bench Press,,,,,Chest,Chest,Shoulders|Triceps,incline bench press on LeverEdge machine.
wger_1774,Chair dips,,,,none (bodyweight exercise),Shoulders,,,"Starting position: Sit down on the front edge of a chair, back straight, hands holding the front edge. Still holding the edge of the chair, arms extended, lift your butt and walk forward slightly so that it is a few inches from the chair. Steps: 1. Slowly lower your body, keeping the back straight, until your arms are at a right angle. 2. Raise your body again to the initial position, arms extended. 3. Repeat."
wger_1775,Pec deck rear delt fly,,,,,Shoulders,,,"Seated rear delt fly on pec deck machine (facing the machine and extending arms backwards, the hands should be at the height of the shoulders)"
wger_1627,Barbell squat,,,,Barbell,Legs,Hamstrings|Glutes,Obliquus externus abdominis|Abs,"Stand with your feet shoulder-width apart and the barbell resting securely on your upper back (not your neck), gripping it slightly wider than shoulder-width. Keep your chest up, back straight, and core engaged. Begin the movement by bending at your hips and knees, lowering your body as if sitting back into a chair. Continue descending until your thighs are at least parallel to the ground (or slightly below if mobility allows). Keep your knees aligned with your toes and your weight evenly distributed through your heels. Push through your heels to return to the starting position, extending your hips and knees until you are standing tall again."
wger_1776,Suitcase Carry,,,,Dumbbell,Abs,,,Walk forward and backward with holding dumbbell on one side without leaning to counter the weight.&nbsp;
wger_1777,Deficit Push ups,,,,none (bodyweight exercise),Chest,Chest,Triceps,"Pushup on blocks or grips, so you can dip lower than the hands in the decent."
wger_1843,Butterfly Stretch,,,,none (bodyweight exercise),Legs,,,Sit in a prayer position with the soles of your feet gently pressed together. Use your hands to slowly pull your feet inwards towards your groin. Hold for as long as required.
wger_1844,Frog Stretch,,,,none (bodyweight exercise),Legs,Glutes,,"Get on your hands and knees. Widen your knees outwards, and drop to your elbows. Without moving your elbows or knees, start to rock forwards and backwards, trying to get your bum closer to your feet."
wger_1778,Supino inclinado,,,,,Chest,,,Inclinado 90 graus e movimentos leves e precisos
wger_1779,Landmine Rotation,,,,Barbell,Abs,,,"Start with landmine barbell straight up by using your shoulders to push it up above you. Then, from that position, bring it your side to target your abdominals and return to starting position."
wger_1780,Supino,,,,,Arms,,,Ângulo 90 graus.........................
wger_1792,Supino,,,,,Chest,,,Inclinado...............................
wger_1793,Supino Inclinado,,,,,Chest,,,Ângulo 90 graus.........................
wger_1794,SUPINO,,,,,Abs,,,INCLINADO...............................
wger_1795,unilateral cross body cable pull down,,,,,Shoulders,Shoulders,,"on a cable rack place cable high, and with a straight arm pull that cable across you from high to low. focus on tension in back shoulder."
wger_1796,Supino,,,,,Chest,,,Devagar.................................
wger_1797,Supino,,,,,Chest,,,Devagar.................................
wger_1798,Supino,,,,,Arms,,,T red...................................
wger_1799,Supino,,,,,Chest,,,Devagar.................................
wger_1800,Supino Inclinado,,,,,Arms,,,Ângulo de 90 graus devagar..............
wger_1801,Barbell Full Squat,,,,Barbell,Legs,Hamstrings|Glutes|Quads,Calves|Abs,"The barbell full squat is a&nbsp; compound exercise &nbsp;that&nbsp; targets multiple muscle groups &nbsp;in the lower body, including the quadriceps, hamstrings, and glutes. Proper form is crucial for maximizing results and preventing injuries during the barbell full squat. This includes maintaining a shoulder-width stance, creating whole body tension, controlling your descent, and maintaining proper depth and knee positioning. Assistance moves such as the front squat, goblet squat, split squat, and Bulgarian split squat can help improve your performance in the barbell full squat by targeting specific muscle groups and improving overall technique. To&nbsp; achieve new personal records &nbsp;in your back squat, gradually increase weight over time, vary rep ranges and sets to stimulate muscle growth, and&nbsp; prioritize rest and recovery &nbsp;between training sessions."
wger_1802,Supinos,,,,,Abs,,,Devagar.................................
wger_1803,Trap Bar Squat,,,,,Legs,Quads,Hamstrings,"A combination of squat and deadlift principles with the use of a hex/trap bar, easing stress on the lower back by better centering the weight."
wger_1804,ankle dorsiflexion rocks,,,,none (bodyweight exercise),Legs,Calves|Soleus,,"Move your knee forward, keeping your heel on the ground. Hold the position for a couple of seconds and return to the starting position."
wger_1805,Barbell Squat,,,,Barbell,Legs,,,"A barbell squat is a fundamental strength exercise where you lower your body as if sitting in a chair while holding a weighted barbell, primarily targeting leg and core muscles, requiring proper form (chest up, back straight, knees over toes) for safety and effectiveness, engaging quads, hamstrings, glutes, and core for strength, muscle, and fat reduction."
wger_1806,Lat Pull Down,,,,,Back,Lats,Shoulders|Brachialis|Serratus anterior|Trapezius,"The lat pull down is an exercise used to build the muscles of the back. While the exercise will primarily target the lats, you will also notice a fair amount of bicep and middle back activation."
wger_1807,Behind the Back Cable Lateral Raise,,,,,Shoulders,Shoulders,Trapezius,"Lateral raises have long been a staple for building capped delts, and lifters use everything from dumbbells and bands to machines and single-arm variations to make them grow."
wger_1808,Parallel Bar Hold,,,,,Arms,Shoulders|Chest|Triceps,Lats|Obliquus externus abdominis|Abs,"Stand between a set of parallel bars. Place your hands, knuckles outwards, on the bars. Push down on your hands to lift yourself off the floor. Hold yourself in this position with your arms straight for the required time."
wger_1809,Reverse Hyperextension,,,,Bench,Legs,Hamstrings|Glutes,,"Lie face-down on a bench with your legs hanging off the edge. Bend your hips so your thighs are vertical, bending your knees at the same time so your shins stay horizontal. Straighten out your legs so they are not bent and your toes are pointing backwards horizontally. Return to the original position, and repeat."
wger_1810,Sphinx,,,,none (bodyweight exercise),Abs,Abs,,"Lie on your stomach flat, legs extended and the backs of your feet on the ground. Bring your forearms under your shoulders, elbows directly underneath. Then press your hands into the floor to lift your chest. Draw your shoulder blades together, open your collarbones, and direct your gaze forward, while keeping the lower back relaxed."
wger_1822,Open Book,,,,none (bodyweight exercise),Back,,,"Basic exercise Focus: enhances thoracic mobility and spinal segmentation while opening the shoulders and chest. Position:&nbsp; kneeling on the floor with your right side facing a wall. Hips are square and stable, with the right knee down and the left foot forward. Lengthen your spine and align your head comfortably. Begin with your arms relaxed and open in front of your chest, palms facing each other and hands apart. Inhale to initiate the movement, allowing your left arm —the one farther from the wall— to open outward and backward. Lead the twist from your thoracic spine, rotating your upper back progressively while keeping your pelvis still.&nbsp; Exhale as you complete the rotation, guiding your left hand toward the wall as your gaze follows your hand.&nbsp; Return by inhaling and slowly bringing your arm forward, reversing the spinal rotation segment by segment.&nbsp; Repeat on the opposite side. Progression Position:&nbsp; kneeling on the floor with your right side facing a wall. Left knee down and right foot forward. Before the basic exercise: inhale ,&nbsp; exhale&nbsp; while moving the right arm along the wall with a circle upwards and backwards,&nbsp; inhale&nbsp; while bringing back the arm. Basic exercise. Repeat on the opposite side."
